Transaction_ID,Sales_Agent_ID,Sales_Agent_Name,Customer_ID,Customer_Name,Product_ID,Product_Name,Date_of_Sale,Units_Sold,Unit_Price,Total_Sale_Amount,Approved_Rebate_Rate,Approved_Incentive_Rate
T202508-01091,S005,Agent 5,C0204,Customer 204,P015,Product B5,2025-08-06,25,181.70,4542.50,0.1000,0.0200
T202508-01092,S020,Agent 20,C0169,Customer 169,P013,Product B3,2025-08-24,6,194.87,1169.22,0.1000,0.0200
T202508-01093,S022,Agent 22,C0088,Customer 88,P027,Product C7,2025-08-19,20,54.03,1080.60,0.0000,0.0200
T202508-01094,S003,Agent 3,C0059,Customer 59,P010,Product A10,2025-08-04,5,130.94,654.70,0.0500,0.0200
T202508-01095,S001,Agent 1,C0052,Customer 52,P014,Product B4,08-22-25,17,91.13,1549.21,0.1000,0.0200
T202508-01096,S014,Agent 14,C0212,Customer 212,P004,Product A4,2025-08-06,4,101.47,405.88,0.0500,0.0200
T202508-01097,S016,Agent 16,C0158,Customer 158,P015,Product B5,17-Aug-2025,18,148.19,2667.42,0.1000,0.0200
T202508-01098,S025,Agent 25,C0031,Customer 31,P003,Product A3,05/08/2025,22,123.65,2720.30,0.0500,0.0200
T202508-01099,S029,Agent 29,C0155,Customer 155,P014,Product B4,29-Aug-2025,1,91.13,91.13,0.1000,0.0200
T202508-01100,S025, Agent 25 ,C0174, Customer 174 ,P017,Product B7,2025-08-14,17,144.35,2453.95,0.1000,0.0200
T202508-01101,S012,Agent 12,C0012,Customer 12,P018,Product B8,2025-08-08,14,125.42,1755.88,0.1000,0.0200
T202508-01102,S026,Agent 26,C0124,Customer 124,P020,Product B10,2025-08-12,13,183.40,2384.20,0.1000,0.0200
T202508-01103,S019,Agent 19,C0206,Customer 206,P019,Product B9,27-Aug-2025,25,179.53,4488.25,0.1200,0.0200
T202508-01104,S023,Agent 23,C0148,Customer 148,P003,Product A3,2025/08/09,5,123.65,618.25,0.0800,0.0200
T202508-01105,S016,Agent 16,C0197,Customer 197,P006,Product A6,2025-08-10,3,71.86,215.58,0.0500,0.0200
T202508-01106,S020,Agent 20,C0140,Customer 140,P011,Product B1,2025-08-01,7,176.70,1236.90,0.1000,0.0200
T202508-01107,S023,Agent 23,C0191,Customer 191,P020,Product B10,2025-08-17,19,183.40,3484.60,0.1000,0.0200
T202508-01108,S004,Agent 4,C0134,Customer 134,P001,Product A1,2025-08-07,21,113.94,2392.74,0.0500,0.0200
T202508-01109,S023,Agent 23,C0206,Customer 206,P008,Product A8,2025-08-04,12,114.99,1379.88,0.0500,0.0200
T202508-01110,S005,Agent 5,C0110,Customer 110,P017,Product B7,2025-08-09,9,144.35,1299.15,0.1000,0.0200
T202508-01111,S028,Agent 28,C0138,Customer 138,P011,Product B1,2025-08-20,12,143.27,1719.24,0.1000,0.0200
T202508-01112,S009,Agent 9,C0175,Customer 175,P010,Product A10,2025-08-14,7,130.94,916.58,0.0500,0.0200
T202508-01113,S018,Agent 18,C0201,Customer 201,P014,Product B4,2025-08-12,6,91.13,546.78,0.1000,0.0200
T202508-01114,S018,Agent 18,C0143,Customer 143,P013,Product B3,2025-08-19,10,194.87,1948.70,0.1000,0.0200
T202508-01115,S012,Agent 12,C0199,Customer 199,P018,Product B8,05/08/2025,24,125.42,3010.08,0.1000,0.0200
T202508-01116,S028,Agent 28,C0169,Customer 169,P003,Product A3,2025-08-15,8,123.65,989.20,0.0500,0.0200
T202508-01117,S026,Agent 26,C0180,Customer 180,P028,Product C8,2025-08-07,4,88.32,353.28,0.0000,0.0200
T202508-01118,S017,Agent 17,C0103,Customer 103,P020,Product B10,2025-08-20,18,183.40,3301.20,0.1000,0.0200
T202508-01119,S023,Agent 23  ,C0176, Customer 176 ,P018,Product B8,2025-08-13,6,125.42,752.52,0.1200,0.0200
T202508-01120,S021,Agent 21,C0002,Customer 2,P021,Product C1,2025-08-16,5,93.41,467.05,0.0200,0.0200
T202508-01121,S030,Agent 30,C0154,Customer 154,P011,Product B1,2025-08-09,3,176.70,530.10,0.1000,0.0200
T202508-01122,S008,Agent 8,C0095,Customer 95,P003,Product A3,2025-08-24,2,123.65,247.30,0.0500,0.0200
T202508-01123,S013,Agent 13,C0103,Customer 103,P016,Product B6,2025/08/10,17,176.86,3006.62,0.1000,0.0200
T202508-01124,S023,Agent 23,C0153,Customer 153,P002,Product A2,2025-08-27,25,77.50,1937.50,0.0500,0.0200
T202508-01125,S006,Agent 6  ,C0164,Customer 164  ,P013,Product B3,2025-08-07,1,194.87,194.87,0.1000,0.0200
T202508-01126,S028,Agent 28,C0169,Customer 169,P027,Product C7,2025-08-10,17,54.03,918.51,0.0000,0.0200
T202508-01127,S007,Agent 7,C0009,Customer 9,P020,Product B10,2025/08/17,17,183.40,3117.80,0.1500,0.0200
T202508-01128,S023,Agent 23,C0060,Customer 60,P016,Product B6,2025-08-02,22,176.86,3890.92,0.1000,0.0200
T202508-01129,S012,Agent 12,C0062,Customer 62,P017,Product B7,2025-08-03,6,144.35,866.10,0.1000,0.0200
T202508-01130,S009,Agent 9,C0200,Customer 200,P010,Product A10,2025-08-13,22,130.94,2880.68,0.0500,0.0200
T202508-01131,S013,Agent 13,C0151,Customer 151,P006,Product A6,08-24-25,1,71.86,71.86,0.0500,0.0200
T202508-01132,S023,Agent 23,C0018,Customer 18,P026,Product C6,2025-08-10,18,63.32,1139.76,0.0000,0.0200
T202508-01133,S024, Agent 24 ,C0213, Customer 213 ,P014,Product B4,2025-08-12,19,91.13,1731.47,0.1000,0.0200
T202508-01134,S012,Agent 12,C0209,Customer 209,P007,Product A7,2025-08-31,20,52.65,1053.00,0.0500,0.0200
T202508-01135,S007,Agent 7,C0117,Customer 117,P027,Product C7,2025-08-01,19,54.03,1026.57,0.0000,0.0200
T202508-01136,S009,Agent 9,C0045,Customer 45,P011,Product B1,2025-08-18,4,176.70,706.80,0.1000,0.0200
T202508-01137,S003,Agent 3,C0129,Customer 129,P008,Product A8,2025-08-26,4,114.99,459.96,0.0800,0.0200
T202508-01138,S017,Agent 17,C0066,Customer 66,P024,Product C4,2025-08-09,19,39.09,742.71,0.0000,0.0200
T202508-01139,S023,Agent 23,C0114,Customer 114,P029,Product C9,2025-08-16,19,45.40,862.60,0.0000,0.0200
T202508-01140,S025,Agent 25,C0063,Customer 63,P019,Product B9,2025-08-15,25,179.53,4488.25,0.1000,0.0200
T202508-01141,S022,Agent 22,C0118,Customer 118,P025,Product C5,2025-08-16,1,87.21,87.21,0.0000,0.0200
T202508-01142,S004,Agent 4,C0067,Customer 67,P002,Product A2,2025-08-26,21,77.50,1627.50,0.0500,0.0200
T202508-01143,S008,Agent 8,C0174,Customer 174,P018,Product B8,2025-08-14,11,125.42,1379.62,0.1000,0.0200
T202508-01144,S012,Agent 12,C0133,Customer 133,P014,Product B4,2025-08-27,23,91.13,2095.99,0.1000,0.0200
T202508-01145,S009,Agent 9,C0064,Customer 64,P008,Product A8,2025-08-22,13,114.99,1494.87,0.0900,0.0200
T202508-01146,S024,Agent 24,C0211,Customer 211,P009,Product A9,2025-08-30,18,72.04,1296.72,0.0500,0.0200
T202508-01147,S006,Agent 6,C0122,Customer 122,P008,Product A8,2025-08-29,7,114.99,804.93,0.0500,0.0200
T202508-01148,S019,Agent 19  ,C0069, Customer 69 ,P005,Product A5,2025-08-22,24,92.19,2212.56,0.0500,0.0200
T202508-01149,S030,Agent 30,C0049,Customer 49,P013,Product B3,2025-08-08,7,194.87,1364.09,0.1000,0.0200
T202508-01150,S024,Agent 24,C0062,Customer 62,P024,Product C4,2025-08-08,7,39.09,273.63,0.0000,0.0200
T202508-01151,S007,Agent 7,C0214,Customer 214,P007,Product A7,12-Aug-2025,20,52.65,1053.00,0.0500,0.0200
T202508-01152,S005,Agent 5,C0200,Customer 200,P003,Product A3,22/08/2025,3,123.65,370.95,0.0500,0.0200
T202508-01153,S022,Agent 22,C0127,Customer 127,P016,Product B6,2025-08-28,25,176.86,4421.50,0.1500,0.0200
T202508-01154,S018,Agent 18,C0011,Customer 11,P023,Product C3,2025-08-20,12,37.18,446.16,0.0000,0.0200
T202508-01155,S011, Agent 11 ,C0127,Customer 127  ,P025,Product C5,2025-08-28,19,64.23,1220.37,0.0000,0.0200
T202508-01156,S009,Agent 9,C0126,Customer 126,P005,Product A5,2025-08-30,25,79.02,1975.50,0.0500,0.0200
T202508-01157,S017,Agent 17,C0072,Customer 72,P010,Product A10,2025-08-19,25,130.94,3273.50,0.0500,0.0200
T202508-01158,S005,Agent 5,C0014,Customer 14,P014,Product B4,2025-08-16,14,91.13,1275.82,0.1000,0.0200
T202508-01159,S018,Agent 18,C0009,Customer 9,P013,Product B3,2025-08-28,13,194.87,2533.31,0.1000,0.0200
T202508-01160,S022,Agent 22,C0199,Customer 199,P005,Product A5,2025-08-23,4,92.19,368.76,0.0500,0.0200
T202508-01161,S017,Agent 17,C0118,Customer 118,P008,Product A8,2025-08-01,1,114.99,114.99,0.0500,0.0200
T202508-01162,S022,Agent 22,C0054,Customer 54,P010,Product A10,2025-08-11,4,130.94,523.76,0.0500,0.0200
T202508-01163,S012,Agent 12  ,C0157, Customer 157 ,P024,Product C4,2025-08-18,6,39.09,234.54,0.0000,0.0200
T202508-01164,S009,Agent 9  ,C0061,Customer 61  ,P007,Product A7,2025-08-11,20,52.65,1053.00,0.0500,0.0200
T202508-01165,S012,Agent 12,C0048,Customer 48,P013,Product B3,2025-08-14,7,194.87,1364.09,0.1000,0.0200
T202508-01166,S023,Agent 23,C0193,Customer 193,P010,Product A10,2025-08-09,13,130.94,1702.22,0.0500,0.0200
T202508-01167,S015,Agent 15,C0047,Customer 47,P015,Product B5,2025-08-22,19,181.70,3452.30,0.1000,0.0200
T202508-01168,S008,Agent 8,C0209,Customer 209,P003,Product A3,2025-08-26,9,123.65,1112.85,0.0500,0.0200
T202508-01169,S008,Agent 8,C0143,Customer 143,P011,Product B1,2025-08-07,13,176.70,2297.10,0.1200,0.0200
T202508-01170,S005,Agent 5,C0205,Customer 205,P028,Product C8,2025-08-16,5,88.32,441.60,0.0000,0.0200
T202508-01171,S026,Agent 26,C0003,Customer 3,P005,Product A5,2025/08/05,16,92.19,1475.04,0.0500,0.0200
T202508-01172,S029,Agent 29,C0218,Customer 218,P016,Product B6,2025-08-24,18,176.86,3183.48,0.1000,0.0200
T202508-01173,S011,Agent 11,C0202,Customer 202,P013,Product B3,18/08/2025,9,194.87,1753.83,0.1000,0.0200
T202508-01174,S028,Agent 28,C0146,Customer 146,P002,Product A2,08-23-25,4,77.50,310.00,0.0500,0.0200
T202508-01175,S006,Agent 6,C0016,Customer 16,P006,Product A6,2025-08-16,9,62.34,561.06,0.0500,0.0200
T202508-01176,S027,Agent 27,C0162,Customer 162,P003,Product A3,2025/08/11,24,107.15,2571.60,0.0500,0.0200
T202508-01177,S009,Agent 9,C0093,Customer 93,P010,Product A10,2025-08-30,18,130.94,2356.92,0.0500,0.0200
T202508-01178,S026,Agent 26,C0066,Customer 66,P009,Product A9,2025/08/04,14,72.04,1008.56,0.0500,0.0200
T202508-01179,S012,Agent 12,C0174,Customer 174,P029,Product C9,19/08/2025,7,45.40,317.80,0.0000,0.0200
T202508-01180,S019,Agent 19,C0167,Customer 167,P017,Product B7,2025-08-25,6,144.35,866.10,0.1000,0.0200
T202508-01181,S010,Agent 10,C0091,Customer 91,P009,Product A9,2025-08-16,17,72.04,1224.68,0.0500,0.0200
T202508-01182,S025,Agent 25,C0189,Customer 189,P012,Product B2,2025/08/13,3,120.83,362.49,0.1000,0.0200
T202508-01183,S020,Agent 20,C0074,Customer 74,P012,Product B2,2025-08-28,5,120.83,604.15,0.1000,0.0200
T202508-01184,S006,Agent 6,C0164,Customer 164,P021,Product C1,2025-08-14,11,93.41,1027.51,0.0000,0.0200
T202508-01185,S021,Agent 21,C0157,Customer 157,P015,Product B5,2025-08-03,3,181.70,545.10,0.1200,0.0200
T202508-01186,S006,Agent 6,C0088,Customer 88,P006,Product A6,2025-08-21,11,71.86,790.46,0.0500,0.0200
T202508-01187,S010,Agent 10,C0182,Customer 182,P007,Product A7,2025-08-13,21,52.65,1105.65,0.0500,0.0200
T202508-01188,S009,Agent 9,C0114,Customer 114,P020,Product B10,2025-08-24,12,183.40,2200.80,0.1000,0.0200
T202508-01189,S019,Agent 19,C0134,Customer 134,P029,Product C9,06-Aug-2025,14,45.40,635.60,0.0000,0.0200
T202508-01190,S006,Agent 6,C0219,Customer 219,P001,Product A1,2025-08-08,24,113.94,2734.56,0.0500,0.0200
T202508-01191,S022,Agent 22,C0065,Customer 65,,Product C8,2025-08-24,23,88.32,2031.36,0.0000,0.0200
T202508-01192,S003,Agent 3,C0054,Customer 54,P005,Product A5,2025-08-04,4,92.19,368.76,0.0500,0.0200
T202508-01193,S003, Agent 3 ,, Customer 122 ,P014,Product B4,2025-08-25,1,91.13,91.13,0.1000,0.0200
T202508-01194,S013,Agent 13,C0135,Customer 135,P020,Product B10,2025-08-04,3,183.40,550.20,0.1000,0.0200
T202508-01195,S009,Agent 9,C0159,Customer 159,P004,Product A4,2025-08-30,21,139.22,2923.62,0.0500,0.0200
T202508-01196,S029,Agent 29,C0100,Customer 100,P008,Product A8,2025-08-24,8,114.99,919.92,0.0500,0.0200
T202508-01197,S010,Agent 10,C0114,Customer 114,P016,Product B6,2025-08-17,5,176.86,884.30,0.1000,0.0200
T202508-01198,S027,Agent 27,C0044,Customer 44,P001,Product A1,12/08/2025,22,113.94,2506.68,0.0500,0.0200
T202508-01199,S028,Agent 28,C0084,Customer 84,P024,Product C4,2025-08-28,15,39.09,586.35,0.0000,0.0200
T202508-01200,S018,Agent 18,C0070,Customer 70,P014,Product B4,2025-08-31,5,91.13,455.65,0.1000,0.0200
T202508-01201,S023,Agent 23,C0139,Customer 139,P005,Product A5,2025-08-15,20,92.19,1843.80,0.0500,0.0200
T202508-01202,S021,Agent 21,C0192,Customer 192,P016,Product B6,14-Aug-2025,19,176.86,3360.34,0.1000,0.0200
T202508-01203,S017,Agent 17,C0164,Customer 164,P016,Product B6,2025-08-30,10,176.86,1768.60,0.1000,0.0200
T202508-01204,S012,Agent 12,C0124,Customer 124,P014,Product B4,15/08/2025,3,91.13,273.39,0.1000,0.0200
T202508-01205,S010,Agent 10  ,C0094, Customer 94 ,P011,Product B1,2025-08-10,5,176.70,883.50,0.1000,0.0200
T202508-01206,S001,Agent 1,C0001,Customer 1,P014,Product B4,2025-08-28,25,91.13,2278.25,0.1000,0.0200
T202508-01207,S005, Agent 5 ,C0089, Customer 89 ,P008,Product A8,2025-08-01,18,114.99,2069.82,0.0500,0.0200
T202508-01208,S023,Agent 23,,Customer 126,P028,Product C8,2025-08-10,16,88.32,1413.12,0.0000,0.0200
T202508-01209,S001,Agent 1  ,C0197, Customer 197 ,P011,Product B1,20/08/2025,10,176.70,1767.00,0.1000,0.0200
T202508-01210,S008,Agent 8,C0204,Customer 204,P001,Product A1,07-Aug-2025,12,113.94,1367.28,0.0500,0.0200
T202508-01211,S014,Agent 14,C0144,Customer 144,P011,Product B1,2025-08-06,8,176.70,1413.60,0.1000,0.0200
T202508-01212,S023,Agent 23,C0189,Customer 189,P017,Product B7,08-Aug-2025,13,144.35,1876.55,0.1000,0.0200
T202508-01213,S009,Agent 9,C0021,Customer 21,P011,Product B1,2025/08/17,8,176.70,1413.60,0.1000,0.0200
T202508-01214,S025,Agent 25,C0205,Customer 205,P026,Product C6,2025-08-22,23,63.32,1456.36,0.0000,0.0200
T202508-01215,S009,Agent 9,C0073,Customer 73,P017,Product B7,08-26-25,18,144.35,2598.30,0.1000,0.0200
T202508-01216,S009,Agent 9,C0106,Customer 106,P005,Product A5,08-06-25,3,69.00,207.00,0.0500,0.0200
T202508-01217,S005,Agent 5,C0075,Customer 75,P003,Product A3,2025-08-20,15,123.65,1854.75,0.0500,0.0200
T202508-01218,S015,Agent 15,C0070,Customer 70,P018,Product B8,2025-08-07,16,125.42,2006.72,0.1000,0.0200
T202508-01219,S011,Agent 11,C0005,Customer 5,P004,Product A4,2025-08-01,18,139.22,2505.96,0.0500,0.0200
T202508-01220,S006,Agent 6,C0027,Customer 27,P008,Product A8,2025-08-23,5,114.99,574.95,0.0500,0.0200
T202508-01221,S015,Agent 15,C0187,Customer 187,P001,Product A1,05-Aug-2025,3,113.94,341.82,0.0900,0.0200
T202508-01222,S001,Agent 1,C0127,Customer 127,P006,Product A6,2025-08-10,14,71.86,1006.04,0.0500,0.0200
T202508-01223,S026,Agent 26,C0205,Customer 205,P013,Product B3,2025-08-15,12,194.87,2338.44,0.1000,0.0200
T202508-01224,S023,Agent 23,C0203,Customer 203,P001,Product A1,2025-08-27,3,113.94,341.82,0.0500,0.0200
T202508-01225,S025,Agent 25,C0038,Customer 38,P002,Product A2,2025-08-13,25,77.50,1937.50,0.0500,0.0200
T202508-01226,S003,Agent 3,C0140,Customer 140,P012,Product B2,2025-08-29,7,120.83,845.81,0.1000,0.0200
T202508-01227,S027, Agent 27 ,C0065,Customer 65  ,P021,Product C1,2025-08-04,1,93.41,93.41,0.0000,0.0200
T202508-01228,S025,Agent 25  ,C0183, Customer 183 ,,Product A7,2025-08-15,25,52.65,1316.25,0.0500,0.0200
T202508-01229,S008,Agent 8,C0189,Customer 189,P030,Product C10,2025-08-15,7,44.71,312.97,0.0000,0.0200
T202508-01230,S024,Agent 24,C0198,Customer 198,P003,Product A3,2025-08-07,22,123.65,2720.30,0.0500,0.0200
T202508-01231,S016,Agent 16,C0100,Customer 100,P018,Product B8,30/08/2025,10,125.42,1254.20,0.1000,0.0200
T202508-01232,S011,Agent 11,C0041,Customer 41,P016,Product B6,2025/08/24,2,176.86,353.72,0.1300,0.0200
T202508-01233,S030,Agent 30,C0141,Customer 141,P014,Product B4,2025/08/16,9,91.13,820.17,0.1000,0.0200
T202508-01234,S021,Agent 21,C0077,Customer 77,P005,Product A5,2025/08/28,2,92.19,184.38,0.0500,0.0200
T202508-01235,S022,Agent 22,C0056,Customer 56,P029,Product C9,08-21-25,8,45.40,363.20,0.0000,0.0200
T202508-01236,S014,Agent 14,C0084,Customer 84,P001,Product A1,2025-08-19,9,80.01,720.09,0.0500,0.0200
T202508-01237,S004,Agent 4,C0102,Customer 102,P020,Product B10,2025-08-02,1,183.40,183.40,0.1000,0.0200
T202508-01238,S019,Agent 19,C0201,Customer 201,P018,Product B8,2025-08-20,23,125.42,2884.66,0.1000,0.0200
T202508-01239,S005,Agent 5,C0096,Customer 96,P020,Product B10,2025-08-06,8,183.40,1467.20,0.1000,0.0200
T202508-01240,S016, Agent 16 ,C0024, Customer 24 ,P018,Product B8,2025-08-30,11,125.42,1379.62,0.1000,0.0200
T202508-01241,S025,Agent 25,C0161,Customer 161,P002,Product A2,2025-08-21,12,77.50,930.00,0.0500,0.0200
T202508-01242,S005,Agent 5,C0180,Customer 180,P014,Product B4,2025/08/05,4,91.13,364.52,0.1000,0.0200
T202508-01243,S016,Agent 16,C0060,Customer 60,P008,Product A8,2025-08-26,18,114.99,2069.82,0.0500,0.0200
T202508-01244,S021,Agent 21,C0194,Customer 194,P009,Product A9,2025-08-24,15,72.04,1080.60,0.0500,0.0200
T202508-01245,S007,Agent 7,C0006,Customer 6,P018,Product B8,2025-08-24,12,125.42,1505.04,0.1000,0.0200
T202508-01246,S005,Agent 5,C0065,Customer 65,P025,Product C5,2025-08-23,16,87.21,1395.36,0.0000,0.0200
T202508-01247,S015,Agent 15,C0144,Customer 144,P008,Product A8,2025-08-16,23,114.99,2644.77,0.0500,0.0200
T202508-01248,S007,Agent 7  ,C0146, Customer 146 ,P005,Product A5,2025-08-11,12,92.19,1106.28,0.0900,0.0200
T202508-01249,S024,Agent 24,C0120,Customer 120,P007,Product A7,2025-08-30,20,52.65,1053.00,0.0500,0.0200
T202508-01250,S028,Agent 28  ,C0142, Customer 142 ,P005,Product A5,2025-08-05,17,92.19,1567.23,0.0500,0.0200
T202508-01251,S015,Agent 15,C0076,Customer 76,P021,Product C1,2025-08-12,18,93.41,1681.38,0.0000,0.0200
T202508-01252,S015,Agent 15  ,C0001,Customer 1  ,P020,Product B10,2025-08-13,17,183.40,3117.80,0.1000,0.0200
T202508-01253,S024,Agent 24,C0048,Customer 48,P025,Product C5,2025-08-28,20,87.21,1744.20,0.0000,0.0200
T202508-01254,S012, Agent 12 ,C0199, Customer 199 ,P016,Product B6,2025-08-24,11,176.86,1945.46,0.1000,0.0200
T202508-01255,S003,Agent 3,C0169,Customer 169,P029,Product C9,2025-08-07,13,45.40,590.20,0.0000,0.0200
T202508-01256,S017,Agent 17,C0175,Customer 175,P013,Product B3,2025-08-05,18,194.87,3507.66,0.1000,0.0200
T202508-01257,S020,Agent 20,C0073,Customer 73,P009,Product A9,2025-08-11,21,72.04,1512.84,0.0800,0.0200
T202508-01258,S004,Agent 4,C0025,Customer 25,P014,Product B4,2025-08-02,3,91.13,273.39,0.1000,0.0200
T202508-01259,S027,Agent 27,C0034,Customer 34,P005,Product A5,2025-08-07,2,92.19,184.38,0.0500,0.0200
T202508-01260,S004,Agent 4,C0125,Customer 125,P005,Product A5,2025-08-19,2,65.63,131.26,0.0500,0.0200
T202508-01261,S021,Agent 21,C0215,Customer 215,P010,Product A10,2025-08-17,16,130.94,2095.04,0.0500,0.0200
T202508-01262,S020,Agent 20,C0180,Customer 180,P015,Product B5,2025-08-12,2,181.70,363.40,0.1000,0.0200
T202508-01263,S008,Agent 8,C0156,Customer 156,P018,Product B8,2025-08-30,1,125.42,125.42,0.1000,0.0200
T202508-01264,S030,Agent 30,C0054,Customer 54,P017,Product B7,2025-08-15,3,144.35,433.05,0.1000,0.0200
T202508-01265,S026,Agent 26,,Customer 164,P002,Product A2,2025-08-24,18,77.50,1395.00,0.0500,0.0200
T202508-01266,S029,Agent 29,C0107,Customer 107,P022,Product C2,2025-08-02,23,50.51,1161.73,0.0800,0.0200
T202508-01267,S027,Agent 27,C0158,Customer 158,P007,Product A7,2025-08-24,2,52.65,105.30,0.0500,0.0200
T202508-01268,S003,Agent 3,C0214,Customer 214,P008,Product A8,2025-08-31,7,114.99,804.93,0.0500,0.0200
T202508-01269,S017,Agent 17,C0025,Customer 25,P003,Product A3,2025-08-18,8,123.65,989.20,0.0500,0.0200
T202508-01270,S013,Agent 13,C0049,Customer 49,P005,Product A5,2025-08-08,22,92.19,2028.18,0.0500,0.0200
T202508-01271,S019,Agent 19,C0161,Customer 161,P028,Product C8,2025-08-24,18,63.01,1134.18,0.0000,0.0200
T202508-01272,S018,Agent 18,C0107,Customer 107,P019,Product B9,2025-08-21,25,179.53,4488.25,0.1000,0.0200
T202508-01273,S019,Agent 19,C0092,Customer 92,P017,Product B7,2025-08-22,23,144.35,3320.05,0.1000,0.0200
T202508-01274,S014,Agent 14,C0027,Customer 27,P005,Product A5,2025-08-18,6,92.19,553.14,0.0500,0.0200
T202508-01275,S013,Agent 13,,Customer 130,P009,Product A9,08-18-25,6,72.04,432.24,0.0500,0.0200
T202508-01276,S020,Agent 20,C0114,Customer 114,P027,Product C7,2025-08-18,11,54.03,594.33,0.0000,0.0200
T202508-01277,S011,Agent 11,,Customer 217,P010,Product A10,2025-08-21,25,130.94,3273.50,0.0500,0.0200
T202508-01278,S014,Agent 14,C0212,Customer 212,P019,Product B9,2025-08-08,20,179.53,3590.60,0.1000,0.0200
T202508-01279,S019,Agent 19,C0140,Customer 140,P006,Product A6,2025-08-18,25,71.86,1796.50,0.0500,0.0200
T202508-01280,S030,Agent 30,C0191,Customer 191,P007,Product A7,2025-08-15,15,52.65,789.75,0.0500,0.0200
T202508-01281,S013,Agent 13,C0001,Customer 1,P019,Product B9,2025-08-20,10,179.53,1795.30,0.1000,0.0200
T202508-01282,S001,Agent 1,C0133,Customer 133,P004,Product A4,2025-08-01,10,139.22,1392.20,0.0500,0.0200
T202508-01283,S010, Agent 10 ,C0057,Customer 57  ,P006,Product A6,2025-08-01,11,71.86,790.46,0.0500,0.0200
T202508-01284,S025,Agent 25,C0211,Customer 211,P028,Product C8,2025-08-30,9,88.32,794.88,0.0000,0.0200
T202508-01285,S018,Agent 18,C0131,Customer 131,P014,Product B4,08-05-25,19,91.13,1731.47,0.1000,0.0200
T202508-01286,S004,Agent 4,C0010,Customer 10,P012,Product B2,2025-08-05,5,120.83,604.15,0.1000,0.0200
T202508-01287,S009,Agent 9,C0094,Customer 94,P025,Product C5,2025-08-08,8,87.21,697.68,0.0000,0.0200
T202508-01288,S009,Agent 9,C0208,Customer 208,P008,Product A8,2025-08-13,19,114.99,2184.81,0.0500,0.0200
T202508-01289,S019,Agent 19,C0056,Customer 56,P019,Product B9,2025-08-11,24,179.53,4308.72,0.1000,0.0200
T202508-01290,S026,Agent 26,C0124,Customer 124,P005,Product A5,2025-08-23,23,92.19,2120.37,0.0500,0.0200
T202508-01291,S019,Agent 19,C0210,Customer 210,P026,Product C6,2025-08-21,20,63.32,1266.40,0.0000,0.0200
T202508-01292,S010,Agent 10,C0010,Customer 10,P019,Product B9,08-13-25,19,179.53,3411.07,0.1000,0.0200
T202508-01293,S003,Agent 3,C0200,Customer 200,P002,Product A2,11-Aug-2025,25,77.50,1937.50,0.0500,0.0200
T202508-01294,S012,Agent 12,C0210,Customer 210,P011,Product B1,2025-08-28,4,176.70,706.80,0.1000,0.0200
T202508-01295,S025,Agent 25,C0059,Customer 59,P019,Product B9,2025-08-30,20,179.53,3590.60,0.1000,0.0200
T202508-01296,S001,Agent 1,C0163,Customer 163,P020,Product B10,02-Aug-2025,13,183.40,2384.20,0.1000,0.0200
T202508-01297,S010,Agent 10,C0135,Customer 135,P002,Product A2,2025-08-19,18,77.50,1395.00,0.0500,0.0200
T202508-01298,S005,Agent 5,C0084,Customer 84,P013,Product B3,2025/08/05,8,194.87,1558.96,0.1000,0.0200
T202508-01299,S002, Agent 2 ,C0173,Customer 173  ,P019,Product B9,2025-08-15,13,179.53,2333.89,0.1000,0.0200
T202508-01300,S025,Agent 25,C0153,Customer 153,P015,Product B5,2025-08-08,3,181.70,545.10,0.1500,0.0200
T202508-01301,S014,Agent 14,C0075,Customer 75,P020,Product B10,2025-08-05,5,183.40,917.00,0.1000,0.0200
T202508-01302,S011,Agent 11,C0022,Customer 22,P012,Product B2,2025-08-02,24,120.83,2899.92,0.1000,0.0200
T202508-01303,S018,Agent 18  ,C0103, Customer 103 ,P007,Product A7,2025-08-17,13,52.65,684.45,0.0500,0.0200
T202508-01304,S014,Agent 14,C0199,Customer 199,P018,Product B8,2025-08-05,25,125.42,3135.50,0.1500,0.0200
T202508-01305,S016,Agent 16,C0144,Customer 144,P005,Product A5,2025-08-21,13,92.19,1198.47,0.0500,0.0200
T202508-01306,S019,Agent 19,C0051,Customer 51,P015,Product B5,2025-08-17,24,181.70,4360.80,0.1000,0.0200
T202508-01307,S008,Agent 8,C0063,Customer 63,P002,Product A2,2025-08-14,25,77.50,1937.50,0.0500,0.0200
T202508-01308,S011,Agent 11,C0176,Customer 176,P027,Product C7,2025-08-04,3,54.03,162.09,0.0000,0.0200
T202508-01309,S022,Agent 22,C0106,Customer 106,P011,Product B1,2025-08-07,12,176.70,2120.40,0.1000,0.0200
T202508-01310,S011,Agent 11,C0089,Customer 89,P015,Product B5,2025-08-25,1,181.70,181.70,0.1000,0.0200
T202508-01311,S010,Agent 10,C0044,Customer 44,P030,Product C10,2025-08-27,20,44.71,894.20,0.0800,0.0200
T202508-01312,S026,Agent 26,C0114,Customer 114,P016,Product B6,2025-08-02,15,158.22,2373.30,0.1000,0.0200
T202508-01313,S030,Agent 30,C0210,Customer 210,P006,Product A6,2025-08-12,22,71.86,1580.92,0.0800,0.0200
T202508-01314,S005,Agent 5,C0194,Customer 194,P019,Product B9,2025-08-04,3,179.53,538.59,0.1000,0.0200
